epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,123.245,1.12951,1.55623,1.03681,0.00502,1,0.995,0.81142,0.69221,3.33441,0.80198,0.000684798,0.000684798,0.000684798
15,131.8,0.96961,1.56042,0.98699,0.97294,0.33333,0.84963,0.66618,0.78828,3.08039,0.84922,0.000726255,0.000726255,0.000726255
16,140.313,0.9048,1.69478,0.94814,0.96734,0.33333,0.88301,0.71181,0.78739,2.89826,0.84129,0.00076658,0.00076658,0.00076658
17,149.19,0.89118,1.67226,0.94267,0.96395,0.33333,0.816,0.62809,0.87089,2.83128,0.869,0.000805773,0.000805773,0.000805773
18,157.959,1.06664,1.34666,1.00964,0.96402,0.33333,0.6869,0.53983,0.84015,2.83097,0.89326,0.000843835,0.000843835,0.000843835
19,166.97,0.95564,1.55549,0.99024,0.96254,0.33333,0.87927,0.62796,0.8647,2.73167,0.87956,0.000880764,0.000880764,0.000880764
20,175.769,1.12325,1.39621,1.01265,0.96188,0.60313,0.98389,0.6987,0.88103,2.49891,0.86789,0.000916562,0.000916562,0.000916562
21,184.663,1.04279,1.55058,1.00027,0.96294,0.6794,0.97595,0.72204,0.82901,2.55806,0.84806,0.000951228,0.000951228,0.000951228
22,193.41,1.12198,1.28679,1.02362,0.96042,0.80897,0.995,0.80701,0.77283,2.38086,0.85759,0.000984762,0.000984762,0.000984762
23,202.34,0.90597,1.38913,0.99194,0.93388,0.87913,0.98389,0.71086,0.92643,2.21485,0.90014,0.00101717,0.00101717,0.00101717
24,211.106,1.03273,1.27016,1.01332,0.90248,0.8945,0.995,0.71483,0.93652,1.88925,0.93508,0.00104844,0.00104844,0.00104844
25,220.037,0.96841,1.25782,0.99669,0.84745,0.91743,0.995,0.76989,0.80673,1.78875,0.92665,0.00107857,0.00107857,0.00107857
26,229.077,1.01945,1.22463,1.04998,0.80203,0.88869,0.995,0.78228,0.79891,1.91388,0.92505,0.00107532,0.00107532,0.00107532
27,238.263,0.97707,1.46772,0.98439,0.81141,0.92578,0.995,0.77452,0.79779,1.77996,0.88904,0.00106118,0.00106118,0.00106118
28,247.063,0.91645,1.32233,0.99497,0.81183,1,0.995,0.78637,0.75451,1.54098,0.87233,0.00104703,0.00104703,0.00104703
29,255.891,0.98369,1.12181,0.97358,0.91752,0.99474,0.995,0.74542,0.75249,1.43418,0.89735,0.00103288,0.00103288,0.00103288
30,264.665,1.01481,1.06943,1.01122,0.9455,1,0.995,0.78267,0.72687,1.29717,0.89706,0.00101873,0.00101873,0.00101873
31,273.579,0.95443,1.01162,0.97709,0.96353,0.9981,0.995,0.78021,0.77659,1.29827,0.90263,0.00100459,0.00100459,0.00100459
32,282.362,0.89673,1.10258,0.9762,0.95221,0.99721,0.995,0.77264,0.8112,1.38842,0.89612,0.00099044,0.00099044,0.00099044
33,291.071,0.91032,1.08398,0.96636,0.9421,1,0.995,0.79311,0.7673,1.27998,0.87491,0.000976293,0.000976293,0.000976293
34,299.99,0.84786,1.13433,0.96744,0.93078,1,0.995,0.82694,0.64952,1.26099,0.83506,0.000962146,0.000962146,0.000962146
35,308.861,0.99815,1.11934,0.98655,0.93735,1,0.995,0.8652,0.59207,1.29425,0.8031,0.000947999,0.000947999,0.000947999
36,317.663,0.93196,1.11722,0.9845,0.94793,1,0.995,0.83358,0.64671,1.37264,0.82482,0.000933851,0.000933851,0.000933851
37,326.482,0.86844,1.25212,0.95255,0.95338,1,0.995,0.7954,0.71023,1.28887,0.85038,0.000919704,0.000919704,0.000919704
38,335.361,0.9411,1.0716,1.01922,0.9466,1,0.995,0.80997,0.69512,1.17627,0.85137,0.000905557,0.000905557,0.000905557
39,344.154,0.8732,1.18591,0.92598,0.94814,1,0.995,0.79196,0.75105,1.21515,0.87238,0.00089141,0.00089141,0.00089141
40,353.049,0.88497,0.99909,0.96199,0.93803,1,0.995,0.7702,0.85244,1.31641,0.90413,0.000877263,0.000877263,0.000877263
41,361.942,0.88613,1.02289,0.94631,0.93177,1,0.995,0.76307,0.86233,1.28567,0.90266,0.000863116,0.000863116,0.000863116
42,371.006,0.92241,1.01777,0.97929,0.94309,1,0.995,0.77875,0.80285,1.20615,0.88293,0.000848969,0.000848969,0.000848969
43,379.881,0.83946,1.02184,0.96421,0.94072,1,0.995,0.7915,0.75881,1.18865,0.86403,0.000834822,0.000834822,0.000834822
44,388.806,0.80563,0.97958,0.92226,0.92835,0.95792,0.995,0.80423,0.72783,1.1926,0.85642,0.000820675,0.000820675,0.000820675
45,397.774,0.83698,0.94321,0.91752,0.92964,0.98449,0.995,0.81689,0.69778,1.14717,0.85323,0.000806528,0.000806528,0.000806528
46,406.775,0.78818,0.89653,0.9109,0.95722,0.99268,0.995,0.80938,0.69678,1.06681,0.85803,0.00079238,0.00079238,0.00079238
47,415.768,0.85074,0.91965,0.95309,0.96891,1,0.995,0.81049,0.68088,1.01913,0.85094,0.000778233,0.000778233,0.000778233
48,424.975,0.83276,1.04374,0.97743,0.93746,0.99658,0.995,0.82563,0.66217,1.06003,0.84384,0.000764086,0.000764086,0.000764086
49,433.9,0.76915,0.92531,0.95836,0.93797,1,0.995,0.83503,0.67158,1.12919,0.84864,0.000749939,0.000749939,0.000749939
50,442.905,0.78324,0.92603,0.91051,0.94575,1,0.995,0.82047,0.7334,1.08766,0.86605,0.000735792,0.000735792,0.000735792
51,451.898,0.7857,0.88375,0.93108,0.97411,1,0.995,0.805,0.73415,0.95166,0.8634,0.000721645,0.000721645,0.000721645
52,460.895,0.85087,1.01044,0.95788,0.98593,1,0.995,0.84219,0.67129,0.9106,0.83834,0.000707498,0.000707498,0.000707498
53,469.906,0.8191,0.91722,0.93798,0.98024,1,0.995,0.85562,0.61741,0.90201,0.81643,0.000693351,0.000693351,0.000693351
54,478.998,0.77507,0.82552,0.9175,0.97674,1,0.995,0.85045,0.60736,0.93921,0.80176,0.000679204,0.000679204,0.000679204
55,488.007,0.79958,0.93208,0.93716,0.97316,0.99622,0.995,0.83075,0.62942,0.92961,0.805,0.000665057,0.000665057,0.000665057
56,497.321,0.72511,0.8949,0.94333,0.97491,1,0.995,0.85701,0.64316,0.89326,0.81252,0.000650909,0.000650909,0.000650909
57,506.388,0.81539,0.84429,0.94017,0.98394,1,0.995,0.83433,0.66543,0.877,0.82448,0.000636762,0.000636762,0.000636762
58,515.387,0.80269,0.89219,0.93677,0.99015,1,0.995,0.842,0.66006,0.88487,0.8417,0.000622615,0.000622615,0.000622615
59,524.447,0.76015,0.92349,0.94143,0.98238,1,0.995,0.85814,0.65587,0.87059,0.84529,0.000608468,0.000608468,0.000608468
60,533.679,0.71693,0.76355,0.90527,0.96587,1,0.995,0.85889,0.62895,0.87709,0.8346,0.000594321,0.000594321,0.000594321
61,542.817,0.76308,0.84734,0.91543,0.95904,1,0.995,0.84316,0.62978,0.88078,0.83113,0.000580174,0.000580174,0.000580174
62,551.891,0.71258,0.89477,0.93145,0.96734,1,0.995,0.83987,0.63713,0.85489,0.82409,0.000566027,0.000566027,0.000566027
63,560.936,0.70423,0.81152,0.93968,0.98023,1,0.995,0.84797,0.64139,0.82511,0.82051,0.00055188,0.00055188,0.00055188
64,570.319,0.77179,0.8019,0.93267,0.98695,1,0.995,0.83231,0.65972,0.82855,0.82441,0.000537733,0.000537733,0.000537733
65,579.439,0.74807,0.79408,0.88803,0.98784,1,0.995,0.84415,0.67534,0.83555,0.82976,0.000523586,0.000523586,0.000523586
66,588.551,0.71986,0.81698,0.93916,0.98444,1,0.995,0.83936,0.68058,0.83199,0.82887,0.000509438,0.000509438,0.000509438
67,597.832,0.72169,0.90218,0.92287,0.98341,1,0.995,0.81062,0.69897,0.82522,0.8351,0.000495291,0.000495291,0.000495291
68,606.913,0.74021,0.74724,0.91073,0.97687,1,0.995,0.80516,0.70872,0.83009,0.83891,0.000481144,0.000481144,0.000481144
69,616.15,0.70384,0.87646,0.89066,0.97473,1,0.995,0.8141,0.69631,0.81338,0.84025,0.000466997,0.000466997,0.000466997
70,625.308,0.77757,0.86648,0.92483,0.97782,1,0.995,0.81411,0.70159,0.81121,0.84656,0.00045285,0.00045285,0.00045285
71,634.713,0.66257,0.79239,0.90563,0.98467,1,0.995,0.81076,0.7049,0.79712,0.85234,0.000438703,0.000438703,0.000438703
72,643.966,0.72976,0.77766,0.91756,0.98937,1,0.995,0.82225,0.6864,0.79332,0.84539,0.000424556,0.000424556,0.000424556
73,653.267,0.74199,0.71083,0.9037,0.98957,1,0.995,0.81238,0.67946,0.79515,0.8354,0.000410409,0.000410409,0.000410409
74,662.682,0.73064,0.86874,0.91702,0.98652,1,0.995,0.81109,0.69945,0.77658,0.83958,0.000396262,0.000396262,0.000396262
75,671.961,0.74489,0.71816,0.89388,0.98272,1,0.995,0.81735,0.68465,0.76503,0.83486,0.000382115,0.000382115,0.000382115
76,681.181,0.80593,0.91681,0.93133,0.98017,1,0.995,0.83274,0.63861,0.75598,0.82291,0.000367967,0.000367967,0.000367967
77,690.368,0.64728,0.75901,0.89615,0.97919,1,0.995,0.83284,0.58358,0.74883,0.81259,0.00035382,0.00035382,0.00035382
78,699.56,0.70869,0.7644,0.88402,0.98094,1,0.995,0.8456,0.58393,0.72846,0.81321,0.000339673,0.000339673,0.000339673
79,708.665,0.72106,0.74834,0.91558,0.98431,1,0.995,0.8564,0.59982,0.71811,0.81232,0.000325526,0.000325526,0.000325526
80,717.789,0.67678,0.77199,0.89324,0.98813,1,0.995,0.84872,0.61592,0.70205,0.81506,0.000311379,0.000311379,0.000311379
81,726.943,0.66651,0.68058,0.85211,0.98924,1,0.995,0.85306,0.62296,0.692,0.81815,0.000297232,0.000297232,0.000297232
82,736.098,0.63743,0.69068,0.88436,0.9895,1,0.995,0.84242,0.63734,0.69074,0.82105,0.000283085,0.000283085,0.000283085
83,745.126,0.6455,0.72187,0.86924,0.98892,1,0.995,0.84591,0.63054,0.69601,0.81739,0.000268938,0.000268938,0.000268938
84,754.268,0.68585,0.72017,0.8917,0.98866,1,0.995,0.82819,0.60646,0.69353,0.8084,0.000254791,0.000254791,0.000254791
85,763.491,0.68584,0.66518,0.89093,0.98823,1,0.995,0.84989,0.58031,0.69471,0.80071,0.000240644,0.000240644,0.000240644
86,772.753,0.66689,0.76547,0.9143,0.98815,1,0.995,0.85654,0.56804,0.702,0.79846,0.000226497,0.000226497,0.000226497
87,781.882,0.61898,0.63725,0.85033,0.98701,1,0.995,0.84989,0.5757,0.71956,0.80272,0.000212349,0.000212349,0.000212349
88,790.939,0.5943,0.63603,0.85817,0.98459,1,0.995,0.84125,0.59108,0.72033,0.80824,0.000198202,0.000198202,0.000198202
89,800.02,0.67639,0.66158,0.87386,0.98218,1,0.995,0.84125,0.60372,0.72219,0.81262,0.000184055,0.000184055,0.000184055
90,809.117,0.56187,0.63555,0.87237,0.98147,1,0.995,0.83458,0.61941,0.71653,0.81773,0.000169908,0.000169908,0.000169908
91,818.247,0.60147,0.73406,0.87615,0.98088,1,0.995,0.82791,0.62385,0.71747,0.81769,0.000155761,0.000155761,0.000155761
92,827.211,0.6045,0.72218,0.84806,0.97981,1,0.995,0.82791,0.62898,0.72384,0.81625,0.000141614,0.000141614,0.000141614
93,836.324,0.60813,0.72248,0.88468,0.97835,1,0.995,0.82791,0.62979,0.72236,0.81301,0.000127467,0.000127467,0.000127467
94,845.497,0.63789,0.70447,0.91046,0.97701,1,0.995,0.82948,0.62762,0.71904,0.8108,0.00011332,0.00011332,0.00011332
95,854.505,0.62011,0.69894,0.91934,0.97651,1,0.995,0.82948,0.6278,0.71603,0.81167,9.91726e-05,9.91726e-05,9.91726e-05
96,863.584,0.67378,0.74559,0.88281,0.97636,1,0.995,0.82612,0.62772,0.7134,0.81173,8.50255e-05,8.50255e-05,8.50255e-05
97,872.614,0.69181,0.74717,0.92104,0.97653,1,0.995,0.82948,0.62898,0.71678,0.81173,7.08784e-05,7.08784e-05,7.08784e-05
98,881.72,0.62922,0.79246,0.88369,0.97747,1,0.995,0.82948,0.62993,0.71823,0.81179,5.67313e-05,5.67313e-05,5.67313e-05
99,890.792,0.5878,0.71568,0.86164,0.97828,1,0.995,0.83159,0.62974,0.71701,0.81166,4.25842e-05,4.25842e-05,4.25842e-05
100,900.198,0.65766,0.70193,0.92967,0.9791,1,0.995,0.83158,0.62984,0.71497,0.81184,2.84371e-05,2.84371e-05,2.84371e-05
