epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1425.68,0.68723,0.54956,0.85583,0.93439,0.88082,0.9508,0.72629,0.74931,0.9495,0.9122,0.000488711,0.000488711,0.000488711
29,1476.53,0.69264,0.55353,0.8553,0.93432,0.89328,0.95739,0.77589,0.70924,0.90798,0.89429,0.000482108,0.000482108,0.000482108
30,1526.9,0.67172,0.54475,0.85146,0.93171,0.90124,0.95566,0.79079,0.67228,0.88328,0.88773,0.000475504,0.000475504,0.000475504
31,1577.61,0.66928,0.5287,0.85049,0.95467,0.87076,0.95988,0.78422,0.70704,0.88654,0.89534,0.000468901,0.000468901,0.000468901
32,1627.97,0.6874,0.53188,0.84995,0.87689,0.90771,0.96588,0.79044,0.7178,0.86313,0.88554,0.000462298,0.000462298,0.000462298
33,1678.51,0.68125,0.5287,0.85479,0.91992,0.8951,0.95207,0.77728,0.69456,0.86145,0.88268,0.000455694,0.000455694,0.000455694
34,1729.79,0.67335,0.50728,0.85236,0.9518,0.89544,0.96297,0.76298,0.717,0.85337,0.88509,0.000449091,0.000449091,0.000449091
35,1780.23,0.68448,0.51719,0.85104,0.93886,0.90363,0.95486,0.78475,0.68362,0.80912,0.88872,0.000442488,0.000442488,0.000442488
36,1831.46,0.68156,0.50736,0.84776,0.90741,0.92917,0.95823,0.78562,0.66878,0.76773,0.88313,0.000435884,0.000435884,0.000435884
37,1882.01,0.67858,0.49265,0.8545,0.95093,0.90965,0.95885,0.78207,0.66159,0.78343,0.88354,0.000429281,0.000429281,0.000429281
38,1932.5,0.65518,0.49796,0.8525,0.94687,0.88295,0.96868,0.79345,0.67225,0.84379,0.87738,0.000422678,0.000422678,0.000422678
39,1982.97,0.66186,0.47754,0.84879,0.96251,0.89006,0.97196,0.78565,0.70531,0.7823,0.89581,0.000416075,0.000416075,0.000416075
40,2033.13,0.66615,0.50657,0.85354,0.90182,0.91092,0.97683,0.78889,0.69885,0.81857,0.88675,0.000409471,0.000409471,0.000409471
41,2083.8,0.67649,0.49557,0.85072,0.84786,0.9389,0.97286,0.7816,0.70402,0.8011,0.87449,0.000402868,0.000402868,0.000402868
42,2134.35,0.66588,0.47764,0.84548,0.9457,0.90433,0.97526,0.79481,0.67707,0.8186,0.88193,0.000396265,0.000396265,0.000396265
43,2185.89,0.65637,0.48298,0.84291,0.92103,0.89589,0.97272,0.79643,0.66393,0.78059,0.87764,0.000389661,0.000389661,0.000389661
44,2236.78,0.67515,0.4871,0.8466,0.94155,0.89797,0.96255,0.78161,0.6901,0.75817,0.8897,0.000383058,0.000383058,0.000383058
45,2288.26,0.65902,0.47265,0.84158,0.93659,0.91052,0.95053,0.75267,0.69183,0.7427,0.9104,0.000376455,0.000376455,0.000376455
46,2339.75,0.66464,0.47177,0.84819,0.95535,0.92532,0.94992,0.77133,0.65932,0.71495,0.88219,0.000369851,0.000369851,0.000369851
47,2390.75,0.65659,0.46559,0.84545,0.95104,0.91688,0.95102,0.77998,0.66042,0.74443,0.88703,0.000363248,0.000363248,0.000363248
48,2442.2,0.65415,0.46321,0.84285,0.95374,0.90131,0.95777,0.79696,0.65202,0.73712,0.88216,0.000356645,0.000356645,0.000356645
49,2494.05,0.65652,0.46291,0.8492,0.936,0.89864,0.96246,0.7878,0.71695,0.77799,0.90278,0.000350042,0.000350042,0.000350042
50,2546.12,0.65036,0.44709,0.84179,0.91976,0.89653,0.95697,0.78395,0.61128,0.74448,0.87476,0.000343438,0.000343438,0.000343438
51,2597.67,0.64999,0.45713,0.84641,0.91116,0.91438,0.95374,0.78125,0.68122,0.73468,0.8922,0.000336835,0.000336835,0.000336835
52,2649.57,0.63051,0.43619,0.8431,0.91743,0.92512,0.95073,0.77165,0.68277,0.72184,0.89001,0.000330232,0.000330232,0.000330232
53,2701.96,0.65118,0.44145,0.84984,0.91839,0.92143,0.9487,0.77585,0.65815,0.69188,0.88475,0.000323628,0.000323628,0.000323628
54,2753.58,0.66017,0.44517,0.84826,0.93584,0.91284,0.95902,0.77897,0.64204,0.6827,0.88361,0.000317025,0.000317025,0.000317025
55,2807.05,0.63307,0.43547,0.84862,0.90935,0.93031,0.95809,0.78703,0.67705,0.73622,0.88887,0.000310422,0.000310422,0.000310422
56,2859.02,0.64956,0.44188,0.84372,0.95361,0.9013,0.95737,0.77559,0.68805,0.69577,0.89715,0.000303818,0.000303818,0.000303818
57,2910.92,0.63418,0.43171,0.83749,0.91568,0.90659,0.96643,0.78237,0.6447,0.70102,0.8797,0.000297215,0.000297215,0.000297215
58,2962.89,0.62391,0.42695,0.84327,0.93349,0.90233,0.96674,0.79104,0.65683,0.71661,0.88072,0.000290612,0.000290612,0.000290612
59,3014.32,0.64323,0.44063,0.84856,0.87638,0.93985,0.9571,0.78079,0.66989,0.68277,0.88846,0.000284009,0.000284009,0.000284009
60,3066.53,0.635,0.44501,0.8378,0.9106,0.90979,0.95239,0.77774,0.66457,0.66695,0.87787,0.000277405,0.000277405,0.000277405
61,3117.57,0.65527,0.45025,0.84808,0.9531,0.89793,0.95617,0.78599,0.63862,0.65579,0.8706,0.000270802,0.000270802,0.000270802
62,3169.71,0.64096,0.43773,0.84407,0.93226,0.92996,0.96742,0.78432,0.65735,0.64773,0.88685,0.000264199,0.000264199,0.000264199
63,3221.17,0.6279,0.43094,0.83974,0.93949,0.91945,0.97169,0.8023,0.68639,0.66523,0.8815,0.000257595,0.000257595,0.000257595
64,3273.76,0.64505,0.43339,0.85038,0.95267,0.91573,0.96939,0.79421,0.6636,0.62956,0.87918,0.000250992,0.000250992,0.000250992
65,3324.45,0.62284,0.43514,0.84151,0.94709,0.91645,0.97134,0.79887,0.65724,0.62175,0.89326,0.000244389,0.000244389,0.000244389
66,3376.48,0.64464,0.43549,0.84948,0.95501,0.9066,0.96707,0.79821,0.65672,0.64424,0.89288,0.000237785,0.000237785,0.000237785
67,3427.47,0.63831,0.41775,0.84455,0.95005,0.92158,0.96747,0.81339,0.622,0.64371,0.8774,0.000231182,0.000231182,0.000231182
68,3479.47,0.6438,0.42684,0.83987,0.95431,0.9155,0.96775,0.81128,0.65948,0.63282,0.88813,0.000224579,0.000224579,0.000224579
69,3531.85,0.6378,0.41411,0.84158,0.94914,0.91545,0.97128,0.79748,0.65783,0.6416,0.8856,0.000217976,0.000217976,0.000217976
70,3583.72,0.63923,0.41248,0.83989,0.94103,0.89598,0.9757,0.79715,0.67086,0.63894,0.88546,0.000211372,0.000211372,0.000211372
71,3636.31,0.61735,0.42491,0.84503,0.92901,0.91355,0.97226,0.80327,0.67154,0.62528,0.89274,0.000204769,0.000204769,0.000204769
72,3688.62,0.62332,0.40973,0.84028,0.94637,0.89867,0.95955,0.79487,0.64714,0.63232,0.87346,0.000198166,0.000198166,0.000198166
73,3740.24,0.61623,0.41506,0.84303,0.95412,0.90142,0.95878,0.78195,0.6651,0.64523,0.88231,0.000191562,0.000191562,0.000191562
74,3792.17,0.61921,0.4113,0.83777,0.9296,0.90746,0.96719,0.79691,0.67544,0.63435,0.88469,0.000184959,0.000184959,0.000184959
75,3843.51,0.61675,0.41578,0.83726,0.92308,0.91334,0.96613,0.79958,0.66822,0.66211,0.88861,0.000178356,0.000178356,0.000178356
76,3894.65,0.63099,0.41184,0.83553,0.9458,0.91282,0.96142,0.80095,0.62069,0.61852,0.88313,0.000171752,0.000171752,0.000171752
77,3945.2,0.61672,0.40565,0.83926,0.94468,0.91394,0.96344,0.8021,0.63428,0.62022,0.88806,0.000165149,0.000165149,0.000165149
78,3995.78,0.6313,0.41574,0.84597,0.93511,0.91375,0.95984,0.80667,0.65164,0.61267,0.88435,0.000158546,0.000158546,0.000158546
79,4046.39,0.62373,0.4056,0.83816,0.9488,0.90021,0.95455,0.79769,0.65127,0.61475,0.88298,0.000151943,0.000151943,0.000151943
80,4097.09,0.60915,0.40926,0.83597,0.94332,0.88491,0.95383,0.79763,0.66667,0.62425,0.88909,0.000145339,0.000145339,0.000145339
81,4147.52,0.63905,0.39882,0.84696,0.93678,0.91324,0.95489,0.80608,0.63231,0.61196,0.87128,0.000138736,0.000138736,0.000138736
82,4197.93,0.62638,0.40215,0.84156,0.96279,0.92016,0.95705,0.80294,0.68947,0.63691,0.88638,0.000132133,0.000132133,0.000132133
83,4248.61,0.61308,0.40016,0.83604,0.95311,0.9212,0.95679,0.79957,0.65707,0.60102,0.87967,0.000125529,0.000125529,0.000125529
84,4299.52,0.61258,0.39836,0.83194,0.95627,0.92143,0.95278,0.78419,0.66771,0.61616,0.8816,0.000118926,0.000118926,0.000118926
85,4350.28,0.61277,0.39491,0.83057,0.95918,0.92167,0.95183,0.7886,0.66121,0.61058,0.88056,0.000112323,0.000112323,0.000112323
86,4400.89,0.63052,0.39216,0.84002,0.94176,0.9179,0.94821,0.78057,0.67349,0.61432,0.88206,0.00010572,0.00010572,0.00010572
87,4451.87,0.62007,0.39231,0.83912,0.94917,0.90411,0.94701,0.78913,0.66093,0.61314,0.87856,9.91162e-05,9.91162e-05,9.91162e-05
88,4503.15,0.62294,0.39735,0.83642,0.95469,0.91945,0.94985,0.79483,0.65608,0.60112,0.87945,9.25129e-05,9.25129e-05,9.25129e-05
89,4553.74,0.59768,0.38081,0.83654,0.94961,0.91736,0.95116,0.79815,0.65198,0.59838,0.88366,8.59096e-05,8.59096e-05,8.59096e-05
90,4605.03,0.60095,0.37954,0.83948,0.95118,0.91774,0.95148,0.80601,0.65348,0.56714,0.87748,7.93063e-05,7.93063e-05,7.93063e-05
91,4655.06,0.60396,0.39838,0.84554,0.94933,0.91608,0.95666,0.80611,0.68072,0.59509,0.8817,7.2703e-05,7.2703e-05,7.2703e-05
92,4704.51,0.60394,0.39369,0.84258,0.95,0.91416,0.95933,0.80099,0.68561,0.61831,0.88591,6.60997e-05,6.60997e-05,6.60997e-05
93,4753.93,0.6049,0.38662,0.84679,0.95585,0.90686,0.95656,0.79471,0.66839,0.5946,0.87736,5.94964e-05,5.94964e-05,5.94964e-05
94,4803.57,0.60698,0.39768,0.84253,0.95401,0.90791,0.95635,0.79768,0.67297,0.58412,0.87797,5.28931e-05,5.28931e-05,5.28931e-05
95,4854.37,0.60351,0.38985,0.84834,0.95264,0.90624,0.95845,0.79799,0.67584,0.59713,0.88784,4.62898e-05,4.62898e-05,4.62898e-05
96,4904.56,0.60859,0.38979,0.84175,0.95215,0.90892,0.95501,0.79616,0.65199,0.59453,0.88107,3.96865e-05,3.96865e-05,3.96865e-05
97,4955.46,0.60981,0.38447,0.84974,0.95094,0.91126,0.95367,0.79079,0.64744,0.59276,0.87827,3.30832e-05,3.30832e-05,3.30832e-05
98,5006.08,0.60332,0.38623,0.843,0.94782,0.91296,0.95195,0.78858,0.65902,0.59144,0.88189,2.64799e-05,2.64799e-05,2.64799e-05
99,5056.83,0.59407,0.38664,0.83933,0.94563,0.91217,0.95169,0.79645,0.66144,0.59283,0.88086,1.98766e-05,1.98766e-05,1.98766e-05
100,5107.69,0.58959,0.37735,0.83664,0.94616,0.91223,0.95146,0.79627,0.66165,0.58798,0.87953,1.32733e-05,1.32733e-05,1.32733e-05
