epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,4815.23,0.62273,0.39045,0.83278,0.94002,0.91557,0.97278,0.80217,0.72075,0.52805,0.91443,7.93063e-05,7.93063e-05,7.93063e-05
91,4867.95,0.6164,0.39029,0.84105,0.9495,0.91365,0.97635,0.80223,0.73624,0.53674,0.92335,7.2703e-05,7.2703e-05,7.2703e-05
92,4920.48,0.60911,0.39052,0.8442,0.95066,0.91458,0.97357,0.78902,0.735,0.5275,0.92437,6.60997e-05,6.60997e-05,6.60997e-05
93,4973.18,0.61288,0.38415,0.85087,0.94843,0.91419,0.97374,0.78947,0.73552,0.52058,0.92132,5.94964e-05,5.94964e-05,5.94964e-05
94,5025.56,0.60698,0.38051,0.84479,0.93876,0.91874,0.97282,0.79013,0.73956,0.53015,0.91895,5.28931e-05,5.28931e-05,5.28931e-05
95,5078.09,0.61133,0.39248,0.84466,0.94944,0.91336,0.96881,0.78982,0.75198,0.53681,0.92554,4.62898e-05,4.62898e-05,4.62898e-05
96,5130.28,0.59624,0.38494,0.84781,0.94984,0.91537,0.96922,0.78933,0.74888,0.52955,0.92609,3.96865e-05,3.96865e-05,3.96865e-05
97,5183.27,0.60732,0.38042,0.84716,0.95213,0.91213,0.97091,0.7886,0.7489,0.53013,0.9251,3.30832e-05,3.30832e-05,3.30832e-05
98,5236.32,0.59662,0.38702,0.84562,0.9521,0.90752,0.97302,0.79065,0.74784,0.52926,0.92528,2.64799e-05,2.64799e-05,2.64799e-05
99,5289.46,0.6008,0.37697,0.84516,0.95126,0.90697,0.97397,0.78983,0.7501,0.53052,0.92722,1.98766e-05,1.98766e-05,1.98766e-05
100,5342.86,0.58511,0.37382,0.84509,0.95006,0.91063,0.97332,0.78868,0.75052,0.52936,0.9281,1.32733e-05,1.32733e-05,1.32733e-05
