epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.0222,1.05469,4.18688,1.01215,0.00208,0.31362,0.02853,0.02589,0.60223,4.06688,0.83164,0.00011,0.00011,0.00011
2,70.2245,0.86852,3.02606,0.88088,0.01078,0.96413,0.16319,0.12935,0.68177,3.70162,0.80768,0.000227723,0.000227723,0.000227723
3,111.067,0.83424,2.27692,0.87814,0.10252,0.70298,0.22691,0.18018,0.67614,3.43379,0.80085,0.00034307,0.00034307,0.00034307
4,148.852,0.75113,1.87595,0.86477,0.01294,1,0.22873,0.17599,0.65164,3.13003,0.81874,0.000456041,0.000456041,0.000456041
5,179.336,0.72088,1.53374,0.87079,0.66078,0.31549,0.47886,0.39552,0.61678,3.02819,0.84707,0.000566636,0.000566636,0.000566636
6,210.128,0.71798,1.3273,0.87305,0.3533,0.59961,0.5242,0.44285,0.59363,3.12415,0.85762,0.000674855,0.000674855,0.000674855
7,240.304,0.69901,1.17076,0.86676,0.78654,0.48314,0.64217,0.54872,0.58851,2.74369,0.86651,0.000780698,0.000780698,0.000780698
8,270.346,0.68541,0.98729,0.85418,0.63895,0.14152,0.39673,0.32649,0.58027,3.27636,0.84988,0.000884165,0.000884165,0.000884165
9,300.891,0.6935,0.9194,0.86934,0.71896,0.68796,0.83281,0.70286,0.63963,2.40225,0.89564,0.0009208,0.0009208,0.0009208
10,331.985,0.7152,0.86946,0.87007,0.56531,0.72172,0.74198,0.61682,0.6294,2.21072,0.89079,0.0009109,0.0009109,0.0009109
11,363.459,0.66767,0.84453,0.86779,0.75074,0.80824,0.82873,0.6942,0.64103,1.78721,0.90768,0.000901,0.000901,0.000901
12,393.709,0.65125,0.78849,0.85292,0.81296,0.87812,0.97707,0.83564,0.62651,1.3074,0.88963,0.0008911,0.0008911,0.0008911
13,423.786,0.66465,0.74327,0.85367,0.68143,0.91101,0.95812,0.82459,0.64362,1.22685,0.89598,0.0008812,0.0008812,0.0008812
14,454.194,0.6566,0.72532,0.85922,0.80062,0.88623,0.94844,0.8117,0.63631,1.18374,0.89688,0.0008713,0.0008713,0.0008713
15,484.384,0.64508,0.70524,0.85519,0.79649,0.92738,0.9378,0.8041,0.60513,1.17007,0.88852,0.0008614,0.0008614,0.0008614
16,514.412,0.63183,0.67954,0.85063,0.85644,0.91239,0.97718,0.86633,0.56791,1.1005,0.86559,0.0008515,0.0008515,0.0008515
17,544.689,0.63806,0.64785,0.85209,0.8744,0.84,0.96813,0.85491,0.5887,1.06782,0.87514,0.0008416,0.0008416,0.0008416
18,574.689,0.63394,0.67804,0.85517,0.88619,0.7949,0.97103,0.86385,0.55887,1.14533,0.8738,0.0008317,0.0008317,0.0008317
19,605.555,0.63824,0.59958,0.85712,0.94438,0.81709,0.97648,0.86713,0.61149,1.04904,0.91298,0.0008218,0.0008218,0.0008218
20,635.417,0.61777,0.61713,0.86006,0.88794,0.91666,0.97319,0.86668,0.59209,0.99193,0.89983,0.0008119,0.0008119,0.0008119
21,665.404,0.64209,0.64193,0.85598,0.9136,0.90723,0.96999,0.85562,0.59836,0.95589,0.90518,0.000802,0.000802,0.000802
22,695.416,0.632,0.64051,0.8476,0.82459,0.91873,0.97265,0.84233,0.62022,0.94703,0.91177,0.0007921,0.0007921,0.0007921
23,725.406,0.65498,0.62542,0.86065,0.93643,0.72271,0.96648,0.85307,0.56073,1.08307,0.88738,0.0007822,0.0007822,0.0007822
24,755.641,0.62882,0.57195,0.84235,0.86055,0.80744,0.96654,0.85278,0.595,1.14165,0.88724,0.0007723,0.0007723,0.0007723
25,785.765,0.621,0.57733,0.85463,0.84276,0.79946,0.97923,0.87381,0.57466,1.08718,0.88113,0.0007624,0.0007624,0.0007624
26,816.121,0.59689,0.55316,0.84519,0.86257,0.90211,0.9777,0.87697,0.55559,0.86172,0.87115,0.0007525,0.0007525,0.0007525
