epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,3241.77,0.62569,0.39045,0.84152,0.95067,0.97246,0.96978,0.77776,0.77114,0.5516,0.99933,0.0003763,0.0003763,0.0003763
65,3291.15,0.61536,0.37271,0.85079,0.95437,0.96954,0.97568,0.78073,0.8035,0.55619,1.01862,0.0003664,0.0003664,0.0003664
66,3340.65,0.60212,0.37264,0.84291,0.94705,0.96673,0.97768,0.79357,0.78494,0.55612,1.00415,0.0003565,0.0003565,0.0003565
67,3388.59,0.60901,0.37411,0.84991,0.94995,0.96789,0.98387,0.7903,0.79396,0.545,1.00839,0.0003466,0.0003466,0.0003466
68,3436,0.60562,0.36874,0.84598,0.94905,0.97459,0.98664,0.79928,0.77615,0.52408,0.99546,0.0003367,0.0003367,0.0003367
69,3485.39,0.5992,0.36175,0.8483,0.95269,0.96294,0.98659,0.79646,0.77969,0.52437,0.9978,0.0003268,0.0003268,0.0003268
70,3532.78,0.61069,0.37851,0.84091,0.93598,0.96853,0.97614,0.77071,0.82628,0.5517,1.0363,0.0003169,0.0003169,0.0003169
71,3579.18,0.62376,0.3706,0.84244,0.94911,0.96075,0.97608,0.7823,0.78738,0.53441,1.00744,0.000307,0.000307,0.000307
72,3629.85,0.61334,0.37633,0.8454,0.95274,0.96016,0.97612,0.77612,0.78498,0.54198,1.00611,0.0002971,0.0002971,0.0002971
73,3678.9,0.58463,0.37672,0.84156,0.94463,0.95339,0.96418,0.77327,0.75385,0.53167,0.98544,0.0002872,0.0002872,0.0002872
74,3725.75,0.59783,0.35316,0.84141,0.94355,0.97451,0.97602,0.77726,0.77309,0.50347,1.00147,0.0002773,0.0002773,0.0002773
75,3773.25,0.61081,0.35467,0.84893,0.95724,0.94543,0.969,0.7863,0.78289,0.53815,1.00595,0.0002674,0.0002674,0.0002674
76,3821.54,0.59805,0.35829,0.84801,0.92678,0.97645,0.96952,0.78184,0.79658,0.51998,1.01362,0.0002575,0.0002575,0.0002575
77,3871.3,0.59703,0.35022,0.84064,0.92409,0.98378,0.97503,0.7874,0.75011,0.4904,0.98108,0.0002476,0.0002476,0.0002476
78,3919.97,0.60795,0.35076,0.84625,0.91776,0.9898,0.96842,0.78335,0.76052,0.49221,0.99176,0.0002377,0.0002377,0.0002377
79,3968.56,0.60983,0.36597,0.84707,0.94916,0.95222,0.97325,0.78618,0.77113,0.49248,0.99369,0.0002278,0.0002278,0.0002278
80,4015.14,0.58818,0.3561,0.83699,0.94715,0.95102,0.97397,0.77658,0.79794,0.49443,1.00608,0.0002179,0.0002179,0.0002179
81,4064.83,0.60322,0.34496,0.84293,0.94468,0.94995,0.97988,0.78356,0.77219,0.5006,0.9953,0.000208,0.000208,0.000208
82,4113.73,0.59314,0.3485,0.83958,0.94408,0.95888,0.97551,0.78649,0.77343,0.49969,0.99549,0.0001981,0.0001981,0.0001981
83,4165.34,0.60069,0.35495,0.83797,0.9399,0.96758,0.97693,0.78501,0.78458,0.50986,1.00131,0.0001882,0.0001882,0.0001882
84,4223.81,0.60319,0.35876,0.84194,0.93798,0.97077,0.97336,0.78505,0.77008,0.50914,0.9921,0.0001783,0.0001783,0.0001783
85,4275.7,0.59949,0.35191,0.8391,0.93831,0.97414,0.97998,0.78612,0.77889,0.50118,1.00179,0.0001684,0.0001684,0.0001684
86,4325.06,0.59233,0.33773,0.84326,0.939,0.97346,0.97857,0.79095,0.74625,0.49652,0.97972,0.0001585,0.0001585,0.0001585
87,4375.62,0.58881,0.33301,0.83873,0.93593,0.97309,0.9839,0.79883,0.75701,0.50311,0.98543,0.0001486,0.0001486,0.0001486
88,4424.28,0.59064,0.34757,0.84195,0.93164,0.98087,0.98247,0.80243,0.76004,0.49316,0.98691,0.0001387,0.0001387,0.0001387
89,4472.06,0.58485,0.33462,0.83924,0.9353,0.97624,0.97726,0.79013,0.76712,0.49116,0.99392,0.0001288,0.0001288,0.0001288
90,4519.59,0.58424,0.33969,0.84053,0.92865,0.98443,0.97738,0.79389,0.78914,0.50255,1.00907,0.0001189,0.0001189,0.0001189
91,4568.78,0.59169,0.34749,0.85148,0.94469,0.96832,0.97084,0.78341,0.79225,0.52329,1.00625,0.000109,0.000109,0.000109
92,4616.86,0.59097,0.36286,0.854,0.93971,0.97883,0.97104,0.78724,0.76263,0.49071,0.98892,9.91e-05,9.91e-05,9.91e-05
93,4665.95,0.57655,0.33584,0.83683,0.94962,0.9681,0.9703,0.77221,0.7924,0.49661,1.0088,8.92e-05,8.92e-05,8.92e-05
94,4713.85,0.57205,0.33266,0.8483,0.94619,0.9546,0.96963,0.77445,0.80039,0.50663,1.01058,7.93e-05,7.93e-05,7.93e-05
95,4760.38,0.57324,0.3289,0.8495,0.95264,0.94679,0.96906,0.78024,0.78482,0.50452,1.00104,6.94e-05,6.94e-05,6.94e-05
96,4806.62,0.57432,0.3249,0.84815,0.94854,0.95903,0.96961,0.78255,0.7791,0.49743,1.00048,5.95e-05,5.95e-05,5.95e-05
97,4854.4,0.57499,0.32878,0.84929,0.94988,0.95836,0.96942,0.77708,0.78553,0.49639,1.004,4.96e-05,4.96e-05,4.96e-05
98,4902.5,0.57423,0.32775,0.84459,0.95024,0.95546,0.96363,0.77345,0.78078,0.49405,0.99825,3.97e-05,3.97e-05,3.97e-05
99,4950.11,0.57368,0.33216,0.84468,0.9484,0.95516,0.96394,0.77363,0.78101,0.49215,0.99743,2.98e-05,2.98e-05,2.98e-05
100,4995.27,0.57092,0.32333,0.848,0.94457,0.95659,0.96386,0.77067,0.78613,0.49473,1.00102,1.99e-05,1.99e-05,1.99e-05
