epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,1181.55,0.54084,0.55174,0.86246,0.94038,0.975,0.98323,0.82725,0.71818,0.74766,0.90854,0.0004357,0.0004357,0.0004357
59,1198.65,0.54415,0.54441,0.83707,0.91836,0.975,0.98497,0.82562,0.72178,0.74657,0.91049,0.0004258,0.0004258,0.0004258
60,1216.08,0.54812,0.52261,0.85843,0.89366,0.93717,0.98528,0.85618,0.69894,0.73573,0.90034,0.0004159,0.0004159,0.0004159
61,1233.57,0.53987,0.60281,0.86225,0.87177,0.93621,0.98528,0.85371,0.6953,0.73779,0.89771,0.000406,0.000406,0.000406
62,1251,0.53051,0.51154,0.84521,0.83577,0.95,0.98324,0.8549,0.70751,0.74948,0.89817,0.0003961,0.0003961,0.0003961
63,1269.01,0.52865,0.51218,0.84425,0.90701,0.95,0.98673,0.86262,0.69574,0.71042,0.89007,0.0003862,0.0003862,0.0003862
64,1287.21,0.52524,0.51306,0.84503,0.93164,0.967,0.98313,0.86026,0.68301,0.69384,0.88996,0.0003763,0.0003763,0.0003763
65,1305.03,0.5317,0.53223,0.8376,0.92644,0.96667,0.97971,0.85876,0.6924,0.69739,0.89547,0.0003664,0.0003664,0.0003664
66,1323.88,0.54556,0.51454,0.84174,0.91765,0.93148,0.96906,0.84479,0.70614,0.72138,0.90557,0.0003565,0.0003565,0.0003565
67,1341.58,0.5412,0.51112,0.86288,0.90357,0.93626,0.96851,0.84046,0.70468,0.73169,0.89896,0.0003466,0.0003466,0.0003466
68,1359.69,0.54785,0.51836,0.86249,0.91034,0.95,0.97004,0.85576,0.68881,0.72912,0.88747,0.0003367,0.0003367,0.0003367
69,1377.74,0.55178,0.49782,0.8468,0.93519,0.95,0.97162,0.86057,0.691,0.71841,0.89082,0.0003268,0.0003268,0.0003268
70,1395.67,0.55316,0.50835,0.85542,0.96019,0.9573,0.97247,0.82505,0.70655,0.7015,0.9048,0.0003169,0.0003169,0.0003169
71,1413.96,0.53117,0.50346,0.85137,0.94532,0.97479,0.97258,0.83033,0.72479,0.70015,0.91414,0.000307,0.000307,0.000307
72,1431.39,0.53294,0.4871,0.84609,0.92186,0.96303,0.97354,0.83605,0.71726,0.6982,0.91297,0.0002971,0.0002971,0.0002971
73,1448.19,0.54496,0.49918,0.84821,0.90927,0.96567,0.97413,0.84114,0.73256,0.70739,0.91581,0.0002872,0.0002872,0.0002872
74,1465.14,0.51485,0.48679,0.83838,0.91625,0.96623,0.97413,0.83046,0.75669,0.7068,0.92739,0.0002773,0.0002773,0.0002773
75,1481.71,0.53756,0.49972,0.84657,0.947,0.95629,0.97364,0.83822,0.73253,0.6963,0.9176,0.0002674,0.0002674,0.0002674
76,1498.8,0.518,0.47413,0.84238,0.9751,0.95569,0.97387,0.84101,0.69806,0.68868,0.90664,0.0002575,0.0002575,0.0002575
77,1515.63,0.51511,0.48151,0.84861,0.97572,0.95891,0.97334,0.8444,0.69214,0.68348,0.90498,0.0002476,0.0002476,0.0002476
78,1532.29,0.53318,0.46801,0.8405,0.97738,0.9558,0.97735,0.84273,0.70074,0.677,0.91271,0.0002377,0.0002377,0.0002377
79,1548.93,0.53481,0.47854,0.85344,0.94215,0.9658,0.97648,0.85381,0.72522,0.69054,0.91977,0.0002278,0.0002278,0.0002278
80,1565.33,0.55463,0.50011,0.85171,0.93368,0.975,0.97298,0.85523,0.71685,0.69189,0.91373,0.0002179,0.0002179,0.0002179
81,1582.08,0.53093,0.48054,0.84198,0.9402,0.975,0.9726,0.86277,0.70941,0.68131,0.91173,0.000208,0.000208,0.000208
82,1599.03,0.52144,0.47327,0.84069,0.95082,0.96255,0.9749,0.86692,0.70726,0.67886,0.91104,0.0001981,0.0001981,0.0001981
83,1616.1,0.54256,0.47518,0.85543,0.95101,0.96111,0.97768,0.84445,0.70602,0.67804,0.91549,0.0001882,0.0001882,0.0001882
84,1632.9,0.4964,0.4595,0.84727,0.95255,0.96111,0.9872,0.85199,0.6938,0.66878,0.90918,0.0001783,0.0001783,0.0001783
85,1649.39,0.50904,0.4722,0.84001,0.96685,0.975,0.98923,0.85193,0.68806,0.66282,0.90618,0.0001684,0.0001684,0.0001684
86,1665.97,0.52327,0.46689,0.84871,0.95744,0.975,0.99273,0.88769,0.67359,0.65553,0.89684,0.0001585,0.0001585,0.0001585
87,1682.79,0.54792,0.47955,0.85617,0.96518,0.97502,0.995,0.89086,0.66598,0.64418,0.89001,0.0001486,0.0001486,0.0001486
88,1701.17,0.50062,0.4673,0.84648,0.95846,0.96662,0.99273,0.88978,0.66926,0.65136,0.89003,0.0001387,0.0001387,0.0001387
89,1719.36,0.50009,0.44762,0.84444,0.96424,0.95817,0.99273,0.88995,0.67455,0.65437,0.89347,0.0001288,0.0001288,0.0001288
90,1738.12,0.50448,0.44366,0.84588,0.95954,0.966,0.99207,0.86216,0.67636,0.64767,0.89602,0.0001189,0.0001189,0.0001189
91,1758.22,0.48913,0.47562,0.84161,0.96122,0.96935,0.99434,0.86973,0.67636,0.64267,0.89591,0.000109,0.000109,0.000109
92,1776.57,0.49161,0.49123,0.84579,0.96038,0.97246,0.99434,0.86699,0.67694,0.63877,0.8961,9.91e-05,9.91e-05,9.91e-05
93,1793.38,0.48185,0.49085,0.85811,0.95824,0.97179,0.99434,0.86651,0.67544,0.64036,0.89483,8.92e-05,8.92e-05,8.92e-05
94,1809.8,0.50604,0.48048,0.86648,0.95642,0.96898,0.99434,0.86106,0.67422,0.64036,0.89437,7.93e-05,7.93e-05,7.93e-05
95,1826.34,0.49191,0.47933,0.84373,0.95896,0.96464,0.99434,0.86124,0.67529,0.63922,0.89576,6.94e-05,6.94e-05,6.94e-05
96,1842.53,0.48078,0.47055,0.82927,0.96292,0.96105,0.99434,0.86349,0.67783,0.63915,0.89861,5.95e-05,5.95e-05,5.95e-05
97,1859.02,0.47419,0.48716,0.83274,0.96367,0.95977,0.99434,0.85691,0.6795,0.64048,0.90017,4.96e-05,4.96e-05,4.96e-05
98,1875.02,0.49992,0.4675,0.85175,0.96995,0.95553,0.995,0.85897,0.68201,0.63884,0.90175,3.97e-05,3.97e-05,3.97e-05
99,1891.7,0.48551,0.46056,0.8446,0.96817,0.95506,0.995,0.8581,0.67986,0.63674,0.90071,2.98e-05,2.98e-05,2.98e-05
100,1908.11,0.47437,0.44981,0.82349,0.96108,0.95892,0.99434,0.85784,0.67785,0.63496,0.89956,1.99e-05,1.99e-05,1.99e-05
